1580994900,nan,-1,20000,0,0
1580994904,nan,-1,20000,0,0
1580994908,nan,-1,20000,0,0
1580994911,nan,-1,20000,0,0
1580994915,nan,-1,20000,0,0
1580994919,nan,-1,20000,0,0
1580994923,nan,-1,20000,0,0
1580994927,nan,-1,20000,0,0
1580994931,nan,-1,20000,0,0
1580994935,nan,-1,20000,0,0
1580995150,nan,-1,20000,0,0
1580995153,nan,-1,20000,0,0
1580995305,nan,-1,20000,0,0
1580995309,nan,-1,20000,0,0
1580995546,nan,-1,20000,0,0
1580995550,nan,-1,20000,0,0
1580995553,nan,-1,20000,0,0
1580995586,nan,-1,20000,0,0
1580995590,nan,-1,20000,0,0
1580995664,nan,-1,20000,0,0
1580995668,nan,-1,20000,0,0
1580995946,nan,-1,20000,0,0
1580995949,nan,-1,20000,0,0
1580995953,nan,-1,20000,0,0
1580996026,nan,-1,20000,0,0
1580996030,nan,-1,20000,0,0
1580996061,nan,-1,20000,0,0
1580996197,nan,-1,20000,0,0
1580996297,nan,-1,20000,0,0
1580996665,nan,-1,20000,0,0
1580998134,nan,-1,20000,0,0
1580998895,nan,-1,20000,0,0
1580999143,nan,-1,20000,0,0
1580999147,nan,-1,19999,1,0
1580999151,nan,-1,19999,1,0
1580999155,nan,-1,19999,1,0
1580999158,nan,-1,19999,1,0
1580999162,nan,-1,19999,1,0
1580999166,nan,-1,19999,1,0
1580999169,nan,-1,19999,1,0
1580999173,nan,-1,19999,1,0
1580999649,nan,-1,20000,0,0
1580999692,nan,-1,20000,0,0
1580999754,nan,-1,20000,0,0
1580999758,nan,-1,19999,1,0
1580999761,nan,-1,19999,1,0
1580999765,nan,-1,19999,1,0
1580999769,nan,-1,19999,1,0
1580999772,nan,-1,19999,1,0
1580999776,nan,-1,19999,1,0
1580999779,nan,-1,19999,1,0
1580999783,nan,-1,19999,1,0
1580999787,nan,-1,19999,1,0
1580999790,nan,-1,19999,1,0
1580999794,nan,-1,19999,1,0
1580999797,nan,-1,19999,1,0
1580999801,nan,-1,19999,1,0
1580999805,nan,-1,19999,1,0
1580999808,nan,-1,19999,1,0
1580999812,nan,-1,19999,1,0
1580999815,nan,-1,19999,1,0
1580999819,nan,-1,19999,1,0
1580999823,nan,-1,19999,1,0
1581000759,nan,-1,19999,1,0
1581000762,nan,-1,20000,0,0
1581000766,nan,-1,19999,1,0
1581000770,nan,-1,19999,1,0
1581000773,nan,-1,19999,1,0
1581000777,nan,-1,19999,1,0
1581000780,nan,-1,19999,1,0
1581000784,nan,-1,19999,1,0
1581000788,nan,-1,19999,1,0
1581000791,nan,-1,19999,1,0
1581000795,nan,-1,19999,1,0
1581080114,nan,-1,20000,0,0
1581080118,nan,-1,19999,1,0
1581080122,nan,-1,19999,1,0
1581080125,nan,-1,19999,1,0
1581080129,nan,-1,19999,1,0
1581080132,nan,-1,19999,1,0
1581080136,nan,-1,19999,1,0
1581080139,nan,-1,19999,1,0
1581080143,nan,-1,19999,1,0
1581080147,nan,-1,19999,1,0
1581080336,nan,-1,20000,0,0
1581080340,nan,-1,19999,1,0
1581080344,nan,-1,19999,1,0
1581080347,nan,-1,19999,1,0
1581080351,nan,-1,19999,1,0
1581080354,nan,-1,19999,1,0
1581080358,nan,-1,19999,1,0
1581080361,nan,-1,19999,1,0
1581080365,nan,-1,19999,1,0
1581262395,nan,-1,19999,1,0
1581262673,nan,-1,20000,0,0
1581262677,nan,-1,19999,1,0
1581262680,nan,-1,19999,1,0
1581262684,nan,-1,19999,1,0
1581263315,nan,-1,20000,0,0
1581263319,nan,-1,19999,1,0
1581263322,nan,-1,19999,1,0
1581263326,nan,-1,19999,1,0
1581263329,nan,-1,19999,1,0
1581263333,nan,-1,19999,1,0
1581263336,nan,-1,19999,1,0
1581263340,nan,-1,19999,1,0
1581263410,nan,-1,20000,0,0
1581263484,nan,-1,20000,0,0
1581263577,nan,-1,20000,0,0
1581263737,nan,-1,20000,0,0
1581263869,nan,-1,20000,0,0
1581263941,nan,-1,20000,0,0
1581263959,nan,-1,20000,0,0
1581263983,nan,-1,20000,0,0
1581264082,nan,-1,20000,0,0
1581264168,nan,-1,20000,0,0
1581264310,nan,-1,20000,0,0
1581264775,nan,-1,20000,0,0
1581264853,nan,-1,20000,0,0
1581264890,nan,-1,20000,0,0
1581264904,nan,-1,20000,0,0
1581265154,nan,-1,20000,0,0
1581265373,nan,-1,20000,0,0
1581265387,nan,-1,20000,0,0
1581265720,nan,-1,20000,0,0
1581266200,nan,-1,20000,0,0
1581266221,nan,-1,20000,0,0
1581266617,nan,-1,20000,0,0
1581266851,nan,-1,20000,0,0
1581266880,nan,-1,20000,0,0
1581266884,140.602113,0,19999,0,1
1581266888,14.697313,1,19998,0,2
1581268195,nan,-1,20000,0,0
1581268199,140.602113,0,19999,0,1
1581268203,14.697313,1,19998,0,2
1581270253,nan,-1,20000,0,0
1581270257,140.602113,0,19999,0,1
1581270260,14.697313,1,19998,0,2
1581271563,nan,-1,20000,0,0
1581271566,140.602113,0,19999,0,1
1581271570,14.697313,1,19998,0,2
1581272491,nan,-1,20000,0,0
1581272494,140.602113,0,19999,0,1
1581272498,14.697313,1,19998,0,2
1581274215,nan,-1,20000,0,0
1581274218,140.602113,0,19999,0,1
1581274221,14.697313,1,19998,0,2
1581277878,14.697313,1,19998,0,2
1581278234,nan,-1,20000,0,0
1581278238,140.602113,0,19999,0,1
1581278242,14.697313,1,19998,0,2
1581278264,14.697313,1,19998,0,3
1581278279,14.697313,1,19998,0,4
1581278294,2.954210,20002,19998,0,5
1581278310,2.954210,20002,19998,0,6
1581278326,2.954210,20002,19998,0,7
1581278342,2.954210,20002,19998,0,8
1581278358,0.781689,20006,19998,0,9
1581278374,0.781689,20006,19998,0,10
1581278392,0.781689,20006,19998,0,11
1581278407,0.781689,20006,19998,0,12
1581278423,0.781689,20006,19998,0,13
1581278441,0.781689,20006,19998,0,14
1581278456,0.781689,20006,19998,0,15
1581278472,0.781689,20006,19998,0,16
1581278488,0.459174,20014,19998,0,17
1581278506,0.431893,20015,19998,0,18
1581278521,0.431893,20015,19998,0,19
1581278538,0.431893,20015,19998,0,20
1581278554,0.431893,20015,19998,0,21
1581278569,0.431893,20015,19998,0,22
1581278587,0.404109,20020,19998,0,23
1581278604,0.404109,20020,19998,0,24
1581278621,0.402831,20022,19998,0,25
1581278637,0.398191,20023,19998,0,26
1581278654,0.398191,20023,19998,0,27
1581278670,0.398173,20025,19998,0,28
1581278686,0.398173,20025,19998,0,29
1581278702,0.398173,20025,19998,0,30
1581278718,0.398173,20025,19998,0,31
1581278734,0.398147,20029,19998,0,32
1581278751,0.398062,20030,19998,0,33
1581278768,0.398062,20030,19998,0,34
1581278783,0.398062,20030,19998,0,35
1581278800,0.398062,20030,19998,0,36
1581278816,0.398062,20030,19998,0,37
1581278835,0.398062,20030,19998,0,38
1581278853,0.398062,20030,19998,0,39
1581278868,0.397993,20037,19998,0,40
1581278885,0.397993,20037,19998,0,41
1581278901,0.397993,20037,19998,0,42
1581278918,0.397993,20037,19998,0,43
1581278934,0.397993,20037,19998,0,44
1581278952,0.397993,20037,19998,0,45
1581278969,0.397969,20043,19998,0,46
1581278987,0.397969,20043,19998,0,47
1581279006,0.397969,20043,19998,0,48
1581279025,0.397969,20043,19998,0,49
1581279044,0.397969,20043,19998,0,50
1581279062,0.397952,20048,19998,0,51
1581279080,0.397952,20048,19998,0,52
1581279098,0.397952,20048,19998,0,53
1581279116,0.397952,20048,19998,0,54
1581279135,0.397952,20048,19998,0,55
1581279153,0.397952,20048,19998,0,56
1581279172,0.397952,20048,19998,0,57
1581279188,0.397952,20048,19998,0,58
1581279205,0.397952,20048,19998,0,59
1581279223,0.397952,20048,19998,0,60
1581279240,0.397952,20048,19998,0,61
1581279257,0.397952,20048,19998,0,62
1581279274,0.397952,20048,19998,0,63
1581279291,0.397952,20048,19998,0,64
1581279308,0.397952,20048,19998,0,65
1581279325,0.397952,20048,19998,0,66
1581279343,0.397910,20064,19998,0,67
1581279360,0.397910,20064,19998,0,68
1581279377,0.397910,20064,19998,0,69
1581279394,0.397910,20064,19998,0,70
1581279412,0.397910,20064,19998,0,71
1581279429,0.397910,20064,19998,0,72
1581279447,0.397910,20064,19998,0,73
1581279464,0.397910,20064,19998,0,74
